Artikelnummer,Distributor1,Preis1,Lagerbestand1,Distributor2,Preis2,Lagerbestand2,Distributor3,Preis3,Lagerbestand3,Distributor4,Preis4,Lagerbestand4,Distributor5,Preis5,Lagerbestand5,Distributor6,Preis6,Lagerbestand6,Distributor7,Preis7,Lagerbestand7,Distributor8,Preis8,Lagerbestand8,Distributor9,Preis9,Lagerbestand9
ZIL-00004,TD SYNNEX Switzerland GmbH,915.07,0,ALSO Schweiz AG,920.95,2,INGRAM MICRO GmbH,921.50,0,Terra Wortmann Schweiz GmbH,1045.50,0,Alltron AG,1075.20,N/A,KOSATEC Empowering Global Innovation GmbH,1051.99,6
ZIK-00004,Terra Wortmann Schweiz GmbH,900.71,7,TD SYNNEX Switzerland GmbH,926.10,0,ALSO Schweiz AG,935.51,0,Alltron AG,953.40,N/A,Vario Trade AG,1015.00,0,Fourcom ApS,1031.77,0,KNG Group A/S,1070.02,3
EP2-20112,Terra Wortmann Schweiz GmbH,1217.56,36,Alltron AG,1296.32,N/A,TD SYNNEX Switzerland GmbH,1311.91,63,ALSO Schweiz AG,1325.14,0,INGRAM MICRO GmbH,1332.95,0,Vario Trade AG,1339.15,63,KOSATEC Empowering Global Innovation GmbH,1232.22,0,KNG Group A/S,1414.73,10,Fourcom ApS,1422.08,0
